imagepath seglabelpath depthpath HHApath
SUNRGBD/kv2/kinect2data/002143_2014-06-25_21-21-07_260595134347_rgbf000070-resize/image/0000070.jpg SUNRGBD/kv2/kinect2data/002143_2014-06-25_21-21-07_260595134347_rgbf000070-resize/depth/0000070.png SUNRGBD/kv2/kinect2data/002143_2014-06-25_21-21-07_260595134347_rgbf000070-resize/segmentation/0000070.png SUNRGBD/kv2/kinect2data/002143_2014-06-25_21-21-07_260595134347_rgbf000070-resize/HHA/0000070.png
SUNRGBD/kv2/kinect2data/002144_2014-06-25_21-23-49_260595134347_rgbf000030-resize/image/0000030.jpg SUNRGBD/kv2/kinect2data/002144_2014-06-25_21-23-49_260595134347_rgbf000030-resize/depth/0000030.png SUNRGBD/kv2/kinect2data/002144_2014-06-25_21-23-49_260595134347_rgbf000030-resize/segmentation/0000030.png SUNRGBD/kv2/kinect2data/002144_2014-06-25_21-23-49_260595134347_rgbf000030-resize/HHA/0000030.png
SUNRGBD/kv2/kinect2data/002145_2014-06-25_21-24-08_260595134347_rgbf000079-resize/image/0000079.jpg SUNRGBD/kv2/kinect2data/002145_2014-06-25_21-24-08_260595134347_rgbf000079-resize/depth/0000079.png SUNRGBD/kv2/kinect2data/002145_2014-06-25_21-24-08_260595134347_rgbf000079-resize/segmentation/0000079.png SUNRGBD/kv2/kinect2data/002145_2014-06-25_21-24-08_260595134347_rgbf000079-resize/HHA/0000079.png
SUNRGBD/kv2/kinect2data/002146_2014-06-25_21-24-31_260595134347_rgbf000090-resize/image/0000090.jpg SUNRGBD/kv2/kinect2data/002146_2014-06-25_21-24-31_260595134347_rgbf000090-resize/depth/0000090.png SUNRGBD/kv2/kinect2data/002146_2014-06-25_21-24-31_260595134347_rgbf000090-resize/segmentation/0000090.png SUNRGBD/kv2/kinect2data/002146_2014-06-25_21-24-31_260595134347_rgbf000090-resize/HHA/0000090.png
SUNRGBD/kv2/kinect2data/002147_2014-06-25_21-24-55_260595134347_rgbf000077-resize/image/0000077.jpg SUNRGBD/kv2/kinect2data/002147_2014-06-25_21-24-55_260595134347_rgbf000077-resize/depth/0000077.png SUNRGBD/kv2/kinect2data/002147_2014-06-25_21-24-55_260595134347_rgbf000077-resize/segmentation/0000077.png SUNRGBD/kv2/kinect2data/002147_2014-06-25_21-24-55_260595134347_rgbf000077-resize/HHA/0000077.png
SUNRGBD/kv2/kinect2data/002148_2014-06-25_21-25-09_260595134347_rgbf000046-resize/image/0000046.jpg SUNRGBD/kv2/kinect2data/002148_2014-06-25_21-25-09_260595134347_rgbf000046-resize/depth/0000046.png SUNRGBD/kv2/kinect2data/002148_2014-06-25_21-25-09_260595134347_rgbf000046-resize/segmentation/0000046.png SUNRGBD/kv2/kinect2data/002148_2014-06-25_21-25-09_260595134347_rgbf000046-resize/HHA/0000046.png
SUNRGBD/kv2/kinect2data/002149_2014-06-25_21-25-28_260595134347_rgbf000151-resize/image/0000151.jpg SUNRGBD/kv2/kinect2data/002149_2014-06-25_21-25-28_260595134347_rgbf000151-resize/depth/0000151.png SUNRGBD/kv2/kinect2data/002149_2014-06-25_21-25-28_260595134347_rgbf000151-resize/segmentation/0000151.png SUNRGBD/kv2/kinect2data/002149_2014-06-25_21-25-28_260595134347_rgbf000151-resize/HHA/0000151.png
SUNRGBD/kv2/kinect2data/002150_2014-06-25_21-25-49_260595134347_rgbf000094-resize/image/0000094.jpg SUNRGBD/kv2/kinect2data/002150_2014-06-25_21-25-49_260595134347_rgbf000094-resize/depth/0000094.png SUNRGBD/kv2/kinect2data/002150_2014-06-25_21-25-49_260595134347_rgbf000094-resize/segmentation/0000094.png SUNRGBD/kv2/kinect2data/002150_2014-06-25_21-25-49_260595134347_rgbf000094-resize/HHA/0000094.png
SUNRGBD/kv2/kinect2data/002151_2014-06-25_21-26-09_260595134347_rgbf000034-resize/image/0000034.jpg SUNRGBD/kv2/kinect2data/002151_2014-06-25_21-26-09_260595134347_rgbf000034-resize/depth/0000034.png SUNRGBD/kv2/kinect2data/002151_2014-06-25_21-26-09_260595134347_rgbf000034-resize/segmentation/0000034.png SUNRGBD/kv2/kinect2data/002151_2014-06-25_21-26-09_260595134347_rgbf000034-resize/HHA/0000034.png
SUNRGBD/kv2/kinect2data/002152_2014-06-25_21-26-41_260595134347_rgbf000085-resize/image/0000085.jpg SUNRGBD/kv2/kinect2data/002152_2014-06-25_21-26-41_260595134347_rgbf000085-resize/depth/0000085.png SUNRGBD/kv2/kinect2data/002152_2014-06-25_21-26-41_260595134347_rgbf000085-resize/segmentation/0000085.png SUNRGBD/kv2/kinect2data/002152_2014-06-25_21-26-41_260595134347_rgbf000085-resize/HHA/0000085.png
SUNRGBD/kv2/kinect2data/002153_2014-06-25_21-27-18_260595134347_rgbf000038-resize/image/0000038.jpg SUNRGBD/kv2/kinect2data/002153_2014-06-25_21-27-18_260595134347_rgbf000038-resize/depth/0000038.png SUNRGBD/kv2/kinect2data/002153_2014-06-25_21-27-18_260595134347_rgbf000038-resize/segmentation/0000038.png SUNRGBD/kv2/kinect2data/002153_2014-06-25_21-27-18_260595134347_rgbf000038-resize/HHA/0000038.png
SUNRGBD/kv2/kinect2data/002154_2014-06-25_21-27-58_260595134347_rgbf000097-resize/image/0000097.jpg SUNRGBD/kv2/kinect2data/002154_2014-06-25_21-27-58_260595134347_rgbf000097-resize/depth/0000097.png SUNRGBD/kv2/kinect2data/002154_2014-06-25_21-27-58_260595134347_rgbf000097-resize/segmentation/0000097.png SUNRGBD/kv2/kinect2data/002154_2014-06-25_21-27-58_260595134347_rgbf000097-resize/HHA/0000097.png
SUNRGBD/kv2/kinect2data/002155_2014-06-27_23-53-55_260595134347_rgbf000209-resize/image/0000209.jpg SUNRGBD/kv2/kinect2data/002155_2014-06-27_23-53-55_260595134347_rgbf000209-resize/depth/0000209.png SUNRGBD/kv2/kinect2data/002155_2014-06-27_23-53-55_260595134347_rgbf000209-resize/segmentation/0000209.png SUNRGBD/kv2/kinect2data/002155_2014-06-27_23-53-55_260595134347_rgbf000209-resize/HHA/0000209.png
SUNRGBD/kv2/kinect2data/002156_2014-06-27_23-54-19_260595134347_rgbf000104-resize/image/0000104.jpg SUNRGBD/kv2/kinect2data/002156_2014-06-27_23-54-19_260595134347_rgbf000104-resize/depth/0000104.png SUNRGBD/kv2/kinect2data/002156_2014-06-27_23-54-19_260595134347_rgbf000104-resize/segmentation/0000104.png SUNRGBD/kv2/kinect2data/002156_2014-06-27_23-54-19_260595134347_rgbf000104-resize/HHA/0000104.png
SUNRGBD/kv2/kinect2data/002157_2014-06-27_23-54-44_260595134347_rgbf000085-resize/image/0000085.jpg SUNRGBD/kv2/kinect2data/002157_2014-06-27_23-54-44_260595134347_rgbf000085-resize/depth/0000085.png SUNRGBD/kv2/kinect2data/002157_2014-06-27_23-54-44_260595134347_rgbf000085-resize/segmentation/0000085.png SUNRGBD/kv2/kinect2data/002157_2014-06-27_23-54-44_260595134347_rgbf000085-resize/HHA/0000085.png
SUNRGBD/kv2/kinect2data/002158_2014-06-27_23-55-09_260595134347_rgbf000084-resize/image/0000084.jpg SUNRGBD/kv2/kinect2data/002158_2014-06-27_23-55-09_260595134347_rgbf000084-resize/depth/0000084.png SUNRGBD/kv2/kinect2data/002158_2014-06-27_23-55-09_260595134347_rgbf000084-resize/segmentation/0000084.png SUNRGBD/kv2/kinect2data/002158_2014-06-27_23-55-09_260595134347_rgbf000084-resize/HHA/0000084.png
SUNRGBD/kv2/kinect2data/002159_2014-06-27_23-55-28_260595134347_rgbf000109-resize/image/0000109.jpg SUNRGBD/kv2/kinect2data/002159_2014-06-27_23-55-28_260595134347_rgbf000109-resize/depth/0000109.png SUNRGBD/kv2/kinect2data/002159_2014-06-27_23-55-28_260595134347_rgbf000109-resize/segmentation/0000109.png SUNRGBD/kv2/kinect2data/002159_2014-06-27_23-55-28_260595134347_rgbf000109-resize/HHA/0000109.png
SUNRGBD/kv2/kinect2data/002160_2014-06-27_23-55-42_260595134347_rgbf000112-resize/image/0000112.jpg SUNRGBD/kv2/kinect2data/002160_2014-06-27_23-55-42_260595134347_rgbf000112-resize/depth/0000112.png SUNRGBD/kv2/kinect2data/002160_2014-06-27_23-55-42_260595134347_rgbf000112-resize/segmentation/0000112.png SUNRGBD/kv2/kinect2data/002160_2014-06-27_23-55-42_260595134347_rgbf000112-resize/HHA/0000112.png
SUNRGBD/kv2/kinect2data/002161_2014-06-27_23-55-55_260595134347_rgbf000050-resize/image/0000050.jpg SUNRGBD/kv2/kinect2data/002161_2014-06-27_23-55-55_260595134347_rgbf000050-resize/depth/0000050.png SUNRGBD/kv2/kinect2data/002161_2014-06-27_23-55-55_260595134347_rgbf000050-resize/segmentation/0000050.png SUNRGBD/kv2/kinect2data/002161_2014-06-27_23-55-55_260595134347_rgbf000050-resize/HHA/0000050.png
SUNRGBD/kv2/kinect2data/002162_2014-06-27_23-56-21_260595134347_rgbf000127-resize/image/0000127.jpg SUNRGBD/kv2/kinect2data/002162_2014-06-27_23-56-21_260595134347_rgbf000127-resize/depth/0000127.png SUNRGBD/kv2/kinect2data/002162_2014-06-27_23-56-21_260595134347_rgbf000127-resize/segmentation/0000127.png SUNRGBD/kv2/kinect2data/002162_2014-06-27_23-56-21_260595134347_rgbf000127-resize/HHA/0000127.png
SUNRGBD/kv2/kinect2data/002163_2014-06-27_23-56-39_260595134347_rgbf000121-resize/image/0000121.jpg SUNRGBD/kv2/kinect2data/002163_2014-06-27_23-56-39_260595134347_rgbf000121-resize/depth/0000121.png SUNRGBD/kv2/kinect2data/002163_2014-06-27_23-56-39_260595134347_rgbf000121-resize/segmentation/0000121.png SUNRGBD/kv2/kinect2data/002163_2014-06-27_23-56-39_260595134347_rgbf000121-resize/HHA/0000121.png
SUNRGBD/kv2/kinect2data/002164_2014-06-28_18-27-15_260595134347_rgbf000052-resize/image/0000052.jpg SUNRGBD/kv2/kinect2data/002164_2014-06-28_18-27-15_260595134347_rgbf000052-resize/depth/0000052.png SUNRGBD/kv2/kinect2data/002164_2014-06-28_18-27-15_260595134347_rgbf000052-resize/segmentation/0000052.png SUNRGBD/kv2/kinect2data/002164_2014-06-28_18-27-15_260595134347_rgbf000052-resize/HHA/0000052.png
SUNRGBD/kv2/kinect2data/002165_2014-06-28_18-27-32_260595134347_rgbf000031-resize/image/0000031.jpg SUNRGBD/kv2/kinect2data/002165_2014-06-28_18-27-32_260595134347_rgbf000031-resize/depth/0000031.png SUNRGBD/kv2/kinect2data/002165_2014-06-28_18-27-32_260595134347_rgbf000031-resize/segmentation/0000031.png SUNRGBD/kv2/kinect2data/002165_2014-06-28_18-27-32_260595134347_rgbf000031-resize/HHA/0000031.png
SUNRGBD/kv2/kinect2data/002166_2014-06-28_18-27-47_260595134347_rgbf000052-resize/image/0000052.jpg SUNRGBD/kv2/kinect2data/002166_2014-06-28_18-27-47_260595134347_rgbf000052-resize/depth/0000052.png SUNRGBD/kv2/kinect2data/002166_2014-06-28_18-27-47_260595134347_rgbf000052-resize/segmentation/0000052.png SUNRGBD/kv2/kinect2data/002166_2014-06-28_18-27-47_260595134347_rgbf000052-resize/HHA/0000052.png
SUNRGBD/kv2/kinect2data/002167_2014-06-28_18-28-23_260595134347_rgbf000069-resize/image/0000069.jpg SUNRGBD/kv2/kinect2data/002167_2014-06-28_18-28-23_260595134347_rgbf000069-resize/depth/0000069.png SUNRGBD/kv2/kinect2data/002167_2014-06-28_18-28-23_260595134347_rgbf000069-resize/segmentation/0000069.png SUNRGBD/kv2/kinect2data/002167_2014-06-28_18-28-23_260595134347_rgbf000069-resize/HHA/0000069.png
SUNRGBD/kv2/kinect2data/002168_2014-06-28_18-28-57_260595134347_rgbf000123-resize/image/0000123.jpg SUNRGBD/kv2/kinect2data/002168_2014-06-28_18-28-57_260595134347_rgbf000123-resize/depth/0000123.png SUNRGBD/kv2/kinect2data/002168_2014-06-28_18-28-57_260595134347_rgbf000123-resize/segmentation/0000123.png SUNRGBD/kv2/kinect2data/002168_2014-06-28_18-28-57_260595134347_rgbf000123-resize/HHA/0000123.png
SUNRGBD/kv2/kinect2data/002169_2014-06-28_18-29-19_260595134347_rgbf000028-resize/image/0000028.jpg SUNRGBD/kv2/kinect2data/002169_2014-06-28_18-29-19_260595134347_rgbf000028-resize/depth/0000028.png SUNRGBD/kv2/kinect2data/002169_2014-06-28_18-29-19_260595134347_rgbf000028-resize/segmentation/0000028.png SUNRGBD/kv2/kinect2data/002169_2014-06-28_18-29-19_260595134347_rgbf000028-resize/HHA/0000028.png
SUNRGBD/kv2/kinect2data/002172_2014-06-24_21-39-57_260595134347_rgbf000101-resize/image/0000101.jpg SUNRGBD/kv2/kinect2data/002172_2014-06-24_21-39-57_260595134347_rgbf000101-resize/depth/0000101.png SUNRGBD/kv2/kinect2data/002172_2014-06-24_21-39-57_260595134347_rgbf000101-resize/segmentation/0000101.png SUNRGBD/kv2/kinect2data/002172_2014-06-24_21-39-57_260595134347_rgbf000101-resize/HHA/0000101.png
SUNRGBD/kv2/kinect2data/002173_2014-06-24_21-42-33_260595134347_rgbf000001-resize/image/0000001.jpg SUNRGBD/kv2/kinect2data/002173_2014-06-24_21-42-33_260595134347_rgbf000001-resize/depth/0000001.png SUNRGBD/kv2/kinect2data/002173_2014-06-24_21-42-33_260595134347_rgbf000001-resize/segmentation/0000001.png SUNRGBD/kv2/kinect2data/002173_2014-06-24_21-42-33_260595134347_rgbf000001-resize/HHA/0000001.png
SUNRGBD/kv2/kinect2data/002174_2014-06-24_21-48-18_260595134347_rgbf000138-resize/image/0000138.jpg SUNRGBD/kv2/kinect2data/002174_2014-06-24_21-48-18_260595134347_rgbf000138-resize/depth/0000138.png SUNRGBD/kv2/kinect2data/002174_2014-06-24_21-48-18_260595134347_rgbf000138-resize/segmentation/0000138.png SUNRGBD/kv2/kinect2data/002174_2014-06-24_21-48-18_260595134347_rgbf000138-resize/HHA/0000138.png
SUNRGBD/kv2/kinect2data/002175_2014-06-24_21-48-43_260595134347_rgbf000107-resize/image/0000107.jpg SUNRGBD/kv2/kinect2data/002175_2014-06-24_21-48-43_260595134347_rgbf000107-resize/depth/0000107.png SUNRGBD/kv2/kinect2data/002175_2014-06-24_21-48-43_260595134347_rgbf000107-resize/segmentation/0000107.png SUNRGBD/kv2/kinect2data/002175_2014-06-24_21-48-43_260595134347_rgbf000107-resize/HHA/0000107.png
SUNRGBD/kv2/kinect2data/002176_2014-06-25_19-50-50_260595134347_rgbf000073-resize/image/0000073.jpg SUNRGBD/kv2/kinect2data/002176_2014-06-25_19-50-50_260595134347_rgbf000073-resize/depth/0000073.png SUNRGBD/kv2/kinect2data/002176_2014-06-25_19-50-50_260595134347_rgbf000073-resize/segmentation/0000073.png SUNRGBD/kv2/kinect2data/002176_2014-06-25_19-50-50_260595134347_rgbf000073-resize/HHA/0000073.png
SUNRGBD/kv2/kinect2data/002177_2014-06-25_20-01-46_260595134347_rgbf000087-resize/image/0000087.jpg SUNRGBD/kv2/kinect2data/002177_2014-06-25_20-01-46_260595134347_rgbf000087-resize/depth/0000087.png SUNRGBD/kv2/kinect2data/002177_2014-06-25_20-01-46_260595134347_rgbf000087-resize/segmentation/0000087.png SUNRGBD/kv2/kinect2data/002177_2014-06-25_20-01-46_260595134347_rgbf000087-resize/HHA/0000087.png
SUNRGBD/kv2/kinect2data/002178_2014-06-25_20-07-30_260595134347_rgbf000166-resize/image/0000166.jpg SUNRGBD/kv2/kinect2data/002178_2014-06-25_20-07-30_260595134347_rgbf000166-resize/depth/0000166.png SUNRGBD/kv2/kinect2data/002178_2014-06-25_20-07-30_260595134347_rgbf000166-resize/segmentation/0000166.png SUNRGBD/kv2/kinect2data/002178_2014-06-25_20-07-30_260595134347_rgbf000166-resize/HHA/0000166.png
SUNRGBD/kv2/kinect2data/002179_2014-06-28_18-29-32_260595134347_rgbf000029-resize/image/0000029.jpg SUNRGBD/kv2/kinect2data/002179_2014-06-28_18-29-32_260595134347_rgbf000029-resize/depth/0000029.png SUNRGBD/kv2/kinect2data/002179_2014-06-28_18-29-32_260595134347_rgbf000029-resize/segmentation/0000029.png SUNRGBD/kv2/kinect2data/002179_2014-06-28_18-29-32_260595134347_rgbf000029-resize/HHA/0000029.png
SUNRGBD/kv2/kinect2data/002180_2014-06-28_18-29-44_260595134347_rgbf000028-resize/image/0000028.jpg SUNRGBD/kv2/kinect2data/002180_2014-06-28_18-29-44_260595134347_rgbf000028-resize/depth/0000028.png SUNRGBD/kv2/kinect2data/002180_2014-06-28_18-29-44_260595134347_rgbf000028-resize/segmentation/0000028.png SUNRGBD/kv2/kinect2data/002180_2014-06-28_18-29-44_260595134347_rgbf000028-resize/HHA/0000028.png
SUNRGBD/kv2/kinect2data/002181_2014-06-28_18-29-53_260595134347_rgbf000057-resize/image/0000057.jpg SUNRGBD/kv2/kinect2data/002181_2014-06-28_18-29-53_260595134347_rgbf000057-resize/depth/0000057.png SUNRGBD/kv2/kinect2data/002181_2014-06-28_18-29-53_260595134347_rgbf000057-resize/segmentation/0000057.png SUNRGBD/kv2/kinect2data/002181_2014-06-28_18-29-53_260595134347_rgbf000057-resize/HHA/0000057.png
SUNRGBD/kv2/kinect2data/002182_2014-06-28_18-30-04_260595134347_rgbf000026-resize/image/0000026.jpg SUNRGBD/kv2/kinect2data/002182_2014-06-28_18-30-04_260595134347_rgbf000026-resize/depth/0000026.png SUNRGBD/kv2/kinect2data/002182_2014-06-28_18-30-04_260595134347_rgbf000026-resize/segmentation/0000026.png SUNRGBD/kv2/kinect2data/002182_2014-06-28_18-30-04_260595134347_rgbf000026-resize/HHA/0000026.png
SUNRGBD/kv2/kinect2data/002183_2014-06-28_18-30-15_260595134347_rgbf000038-resize/image/0000038.jpg SUNRGBD/kv2/kinect2data/002183_2014-06-28_18-30-15_260595134347_rgbf000038-resize/depth/0000038.png SUNRGBD/kv2/kinect2data/002183_2014-06-28_18-30-15_260595134347_rgbf000038-resize/segmentation/0000038.png SUNRGBD/kv2/kinect2data/002183_2014-06-28_18-30-15_260595134347_rgbf000038-resize/HHA/0000038.png
SUNRGBD/kv2/kinect2data/002184_2014-06-28_18-30-27_260595134347_rgbf000057-resize/image/0000057.jpg SUNRGBD/kv2/kinect2data/002184_2014-06-28_18-30-27_260595134347_rgbf000057-resize/depth/0000057.png SUNRGBD/kv2/kinect2data/002184_2014-06-28_18-30-27_260595134347_rgbf000057-resize/segmentation/0000057.png SUNRGBD/kv2/kinect2data/002184_2014-06-28_18-30-27_260595134347_rgbf000057-resize/HHA/0000057.png
SUNRGBD/kv2/kinect2data/002185_2014-06-28_18-30-41_260595134347_rgbf000057-resize/image/0000057.jpg SUNRGBD/kv2/kinect2data/002185_2014-06-28_18-30-41_260595134347_rgbf000057-resize/depth/0000057.png SUNRGBD/kv2/kinect2data/002185_2014-06-28_18-30-41_260595134347_rgbf000057-resize/segmentation/0000057.png SUNRGBD/kv2/kinect2data/002185_2014-06-28_18-30-41_260595134347_rgbf000057-resize/HHA/0000057.png
SUNRGBD/kv2/kinect2data/002186_2014-06-28_18-30-52_260595134347_rgbf000064-resize/image/0000064.jpg SUNRGBD/kv2/kinect2data/002186_2014-06-28_18-30-52_260595134347_rgbf000064-resize/depth/0000064.png SUNRGBD/kv2/kinect2data/002186_2014-06-28_18-30-52_260595134347_rgbf000064-resize/segmentation/0000064.png SUNRGBD/kv2/kinect2data/002186_2014-06-28_18-30-52_260595134347_rgbf000064-resize/HHA/0000064.png
SUNRGBD/kv2/kinect2data/002187_2014-06-28_18-31-02_260595134347_rgbf000038-resize/image/0000038.jpg SUNRGBD/kv2/kinect2data/002187_2014-06-28_18-31-02_260595134347_rgbf000038-resize/depth/0000038.png SUNRGBD/kv2/kinect2data/002187_2014-06-28_18-31-02_260595134347_rgbf000038-resize/segmentation/0000038.png SUNRGBD/kv2/kinect2data/002187_2014-06-28_18-31-02_260595134347_rgbf000038-resize/HHA/0000038.png
SUNRGBD/kv2/kinect2data/002188_2014-06-28_18-31-19_260595134347_rgbf000060-resize/image/0000060.jpg SUNRGBD/kv2/kinect2data/002188_2014-06-28_18-31-19_260595134347_rgbf000060-resize/depth/0000060.png SUNRGBD/kv2/kinect2data/002188_2014-06-28_18-31-19_260595134347_rgbf000060-resize/segmentation/0000060.png SUNRGBD/kv2/kinect2data/002188_2014-06-28_18-31-19_260595134347_rgbf000060-resize/HHA/0000060.png
SUNRGBD/kv2/kinect2data/002189_2014-06-28_18-31-30_260595134347_rgbf000057-resize/image/0000057.jpg SUNRGBD/kv2/kinect2data/002189_2014-06-28_18-31-30_260595134347_rgbf000057-resize/depth/0000057.png SUNRGBD/kv2/kinect2data/002189_2014-06-28_18-31-30_260595134347_rgbf000057-resize/segmentation/0000057.png SUNRGBD/kv2/kinect2data/002189_2014-06-28_18-31-30_260595134347_rgbf000057-resize/HHA/0000057.png
SUNRGBD/kv2/kinect2data/002190_2014-06-28_18-31-40_260595134347_rgbf000058-resize/image/0000058.jpg SUNRGBD/kv2/kinect2data/002190_2014-06-28_18-31-40_260595134347_rgbf000058-resize/depth/0000058.png SUNRGBD/kv2/kinect2data/002190_2014-06-28_18-31-40_260595134347_rgbf000058-resize/segmentation/0000058.png SUNRGBD/kv2/kinect2data/002190_2014-06-28_18-31-40_260595134347_rgbf000058-resize/HHA/0000058.png
SUNRGBD/kv2/kinect2data/002191_2014-06-28_18-31-51_260595134347_rgbf000115-resize/image/0000115.jpg SUNRGBD/kv2/kinect2data/002191_2014-06-28_18-31-51_260595134347_rgbf000115-resize/depth/0000115.png SUNRGBD/kv2/kinect2data/002191_2014-06-28_18-31-51_260595134347_rgbf000115-resize/segmentation/0000115.png SUNRGBD/kv2/kinect2data/002191_2014-06-28_18-31-51_260595134347_rgbf000115-resize/HHA/0000115.png
SUNRGBD/kv2/kinect2data/002192_2014-06-28_18-32-10_260595134347_rgbf000029-resize/image/0000029.jpg SUNRGBD/kv2/kinect2data/002192_2014-06-28_18-32-10_260595134347_rgbf000029-resize/depth/0000029.png SUNRGBD/kv2/kinect2data/002192_2014-06-28_18-32-10_260595134347_rgbf000029-resize/segmentation/0000029.png SUNRGBD/kv2/kinect2data/002192_2014-06-28_18-32-10_260595134347_rgbf000029-resize/HHA/0000029.png
