imagepath,seglabelpath,depthpath,HHApath
/SUNRGBD/kv2/kinect2data/000016_2014-05-26_14-38-10_260595134347_rgbf000059-resize/image/0000059.jpg,/SUNRGBD/kv2/kinect2data/000016_2014-05-26_14-38-10_260595134347_rgbf000059-resize/segmentation/0000059.png,/SUNRGBD/kv2/kinect2data/000016_2014-05-26_14-38-10_260595134347_rgbf000059-resize/depth/0000059.png,/SUNRGBD/kv2/kinect2data/000016_2014-05-26_14-38-10_260595134347_rgbf000059-resize/HHA/0000059.png
/SUNRGBD/kv2/kinect2data/000017_2014-05-26_14-38-49_260595134347_rgbf000059-resize/image/0000059.jpg,/SUNRGBD/kv2/kinect2data/000017_2014-05-26_14-38-49_260595134347_rgbf000059-resize/segmentation/0000059.png,/SUNRGBD/kv2/kinect2data/000017_2014-05-26_14-38-49_260595134347_rgbf000059-resize/depth/0000059.png,/SUNRGBD/kv2/kinect2data/000017_2014-05-26_14-38-49_260595134347_rgbf000059-resize/HHA/0000059.png
/SUNRGBD/kv2/kinect2data/000018_2014-05-26_14-39-47_260595134347_rgbf000001-resize/image/0000001.jpg,/SUNRGBD/kv2/kinect2data/000018_2014-05-26_14-39-47_260595134347_rgbf000001-resize/segmentation/0000001.png,/SUNRGBD/kv2/kinect2data/000018_2014-05-26_14-39-47_260595134347_rgbf000001-resize/depth/0000001.png,/SUNRGBD/kv2/kinect2data/000018_2014-05-26_14-39-47_260595134347_rgbf000001-resize/HHA/0000001.png
/SUNRGBD/kv2/kinect2data/000019_2014-05-26_14-40-57_260595134347_rgbf000061-resize/image/0000061.jpg,/SUNRGBD/kv2/kinect2data/000019_2014-05-26_14-40-57_260595134347_rgbf000061-resize/segmentation/0000061.png,/SUNRGBD/kv2/kinect2data/000019_2014-05-26_14-40-57_260595134347_rgbf000061-resize/depth/0000061.png,/SUNRGBD/kv2/kinect2data/000019_2014-05-26_14-40-57_260595134347_rgbf000061-resize/HHA/0000061.png
/SUNRGBD/kv2/kinect2data/000020_2014-05-26_14-41-22_260595134347_rgbf000034-resize/image/0000034.jpg,/SUNRGBD/kv2/kinect2data/000020_2014-05-26_14-41-22_260595134347_rgbf000034-resize/segmentation/0000034.png,/SUNRGBD/kv2/kinect2data/000020_2014-05-26_14-41-22_260595134347_rgbf000034-resize/depth/0000034.png,/SUNRGBD/kv2/kinect2data/000020_2014-05-26_14-41-22_260595134347_rgbf000034-resize/HHA/0000034.png
/SUNRGBD/kv2/kinect2data/000021_2014-05-26_14-42-06_260595134347_rgbf000041-resize/image/0000041.jpg,/SUNRGBD/kv2/kinect2data/000021_2014-05-26_14-42-06_260595134347_rgbf000041-resize/segmentation/0000041.png,/SUNRGBD/kv2/kinect2data/000021_2014-05-26_14-42-06_260595134347_rgbf000041-resize/depth/0000041.png,/SUNRGBD/kv2/kinect2data/000021_2014-05-26_14-42-06_260595134347_rgbf000041-resize/HHA/0000041.png
/SUNRGBD/kv2/kinect2data/000022_2014-05-26_14-42-46_260595134347_rgbf000031-resize/image/0000031.jpg,/SUNRGBD/kv2/kinect2data/000022_2014-05-26_14-42-46_260595134347_rgbf000031-resize/segmentation/0000031.png,/SUNRGBD/kv2/kinect2data/000022_2014-05-26_14-42-46_260595134347_rgbf000031-resize/depth/0000031.png,/SUNRGBD/kv2/kinect2data/000022_2014-05-26_14-42-46_260595134347_rgbf000031-resize/HHA/0000031.png
/SUNRGBD/kv2/kinect2data/000023_2014-05-26_14-43-38_260595134347_rgbf000041-resize/image/0000041.jpg,/SUNRGBD/kv2/kinect2data/000023_2014-05-26_14-43-38_260595134347_rgbf000041-resize/segmentation/0000041.png,/SUNRGBD/kv2/kinect2data/000023_2014-05-26_14-43-38_260595134347_rgbf000041-resize/depth/0000041.png,/SUNRGBD/kv2/kinect2data/000023_2014-05-26_14-43-38_260595134347_rgbf000041-resize/HHA/0000041.png
/SUNRGBD/kv2/kinect2data/000024_2014-05-26_14-44-24_260595134347_rgbf000055-resize/image/0000055.jpg,/SUNRGBD/kv2/kinect2data/000024_2014-05-26_14-44-24_260595134347_rgbf000055-resize/segmentation/0000055.png,/SUNRGBD/kv2/kinect2data/000024_2014-05-26_14-44-24_260595134347_rgbf000055-resize/depth/0000055.png,/SUNRGBD/kv2/kinect2data/000024_2014-05-26_14-44-24_260595134347_rgbf000055-resize/HHA/0000055.png
/SUNRGBD/kv2/kinect2data/000025_2014-05-26_14-45-00_260595134347_rgbf000031-resize/image/0000031.jpg,/SUNRGBD/kv2/kinect2data/000025_2014-05-26_14-45-00_260595134347_rgbf000031-resize/segmentation/0000031.png,/SUNRGBD/kv2/kinect2data/000025_2014-05-26_14-45-00_260595134347_rgbf000031-resize/depth/0000031.png,/SUNRGBD/kv2/kinect2data/000025_2014-05-26_14-45-00_260595134347_rgbf000031-resize/HHA/0000031.png
/SUNRGBD/kv2/kinect2data/000026_2014-05-26_14-45-58_260595134347_rgbf000021-resize/image/0000021.jpg,/SUNRGBD/kv2/kinect2data/000026_2014-05-26_14-45-58_260595134347_rgbf000021-resize/segmentation/0000021.png,/SUNRGBD/kv2/kinect2data/000026_2014-05-26_14-45-58_260595134347_rgbf000021-resize/depth/0000021.png,/SUNRGBD/kv2/kinect2data/000026_2014-05-26_14-45-58_260595134347_rgbf000021-resize/HHA/0000021.png
/SUNRGBD/kv2/kinect2data/000027_2014-05-26_14-46-26_260595134347_rgbf000091-resize/image/0000091.jpg,/SUNRGBD/kv2/kinect2data/000027_2014-05-26_14-46-26_260595134347_rgbf000091-resize/segmentation/0000091.png,/SUNRGBD/kv2/kinect2data/000027_2014-05-26_14-46-26_260595134347_rgbf000091-resize/depth/0000091.png,/SUNRGBD/kv2/kinect2data/000027_2014-05-26_14-46-26_260595134347_rgbf000091-resize/HHA/0000091.png
/SUNRGBD/kv2/kinect2data/000029_2014-05-26_14-48-17_260595134347_rgbf000035-resize/image/0000035.jpg,/SUNRGBD/kv2/kinect2data/000029_2014-05-26_14-48-17_260595134347_rgbf000035-resize/segmentation/0000035.png,/SUNRGBD/kv2/kinect2data/000029_2014-05-26_14-48-17_260595134347_rgbf000035-resize/depth/0000035.png,/SUNRGBD/kv2/kinect2data/000029_2014-05-26_14-48-17_260595134347_rgbf000035-resize/HHA/0000035.png
/SUNRGBD/kv2/kinect2data/000030_2014-05-26_14-49-03_260595134347_rgbf000081-resize/image/0000081.jpg,/SUNRGBD/kv2/kinect2data/000030_2014-05-26_14-49-03_260595134347_rgbf000081-resize/segmentation/0000081.png,/SUNRGBD/kv2/kinect2data/000030_2014-05-26_14-49-03_260595134347_rgbf000081-resize/depth/0000081.png,/SUNRGBD/kv2/kinect2data/000030_2014-05-26_14-49-03_260595134347_rgbf000081-resize/HHA/0000081.png
/SUNRGBD/kv2/kinect2data/000031_2014-05-26_14-50-05_260595134347_rgbf000051-resize/image/0000051.jpg,/SUNRGBD/kv2/kinect2data/000031_2014-05-26_14-50-05_260595134347_rgbf000051-resize/segmentation/0000051.png,/SUNRGBD/kv2/kinect2data/000031_2014-05-26_14-50-05_260595134347_rgbf000051-resize/depth/0000051.png,/SUNRGBD/kv2/kinect2data/000031_2014-05-26_14-50-05_260595134347_rgbf000051-resize/HHA/0000051.png
/SUNRGBD/kv2/kinect2data/000032_2014-05-26_14-50-29_260595134347_rgbf000068-resize/image/0000068.jpg,/SUNRGBD/kv2/kinect2data/000032_2014-05-26_14-50-29_260595134347_rgbf000068-resize/segmentation/0000068.png,/SUNRGBD/kv2/kinect2data/000032_2014-05-26_14-50-29_260595134347_rgbf000068-resize/depth/0000068.png,/SUNRGBD/kv2/kinect2data/000032_2014-05-26_14-50-29_260595134347_rgbf000068-resize/HHA/0000068.png
/SUNRGBD/kv2/kinect2data/000033_2014-05-26_14-51-07_260595134347_rgbf000133-resize/image/0000133.jpg,/SUNRGBD/kv2/kinect2data/000033_2014-05-26_14-51-07_260595134347_rgbf000133-resize/segmentation/0000133.png,/SUNRGBD/kv2/kinect2data/000033_2014-05-26_14-51-07_260595134347_rgbf000133-resize/depth/0000133.png,/SUNRGBD/kv2/kinect2data/000033_2014-05-26_14-51-07_260595134347_rgbf000133-resize/HHA/0000133.png
/SUNRGBD/kv2/kinect2data/000034_2014-05-26_14-52-22_260595134347_rgbf000031-resize/image/0000031.jpg,/SUNRGBD/kv2/kinect2data/000034_2014-05-26_14-52-22_260595134347_rgbf000031-resize/segmentation/0000031.png,/SUNRGBD/kv2/kinect2data/000034_2014-05-26_14-52-22_260595134347_rgbf000031-resize/depth/0000031.png,/SUNRGBD/kv2/kinect2data/000034_2014-05-26_14-52-22_260595134347_rgbf000031-resize/HHA/0000031.png
/SUNRGBD/kv2/kinect2data/000035_2014-05-26_14-52-45_260595134347_rgbf000070-resize/image/0000070.jpg,/SUNRGBD/kv2/kinect2data/000035_2014-05-26_14-52-45_260595134347_rgbf000070-resize/segmentation/0000070.png,/SUNRGBD/kv2/kinect2data/000035_2014-05-26_14-52-45_260595134347_rgbf000070-resize/depth/0000070.png,/SUNRGBD/kv2/kinect2data/000035_2014-05-26_14-52-45_260595134347_rgbf000070-resize/HHA/0000070.png
/SUNRGBD/kv2/kinect2data/000036_2014-05-26_14-53-33_260595134347_rgbf000021-resize/image/0000021.jpg,/SUNRGBD/kv2/kinect2data/000036_2014-05-26_14-53-33_260595134347_rgbf000021-resize/segmentation/0000021.png,/SUNRGBD/kv2/kinect2data/000036_2014-05-26_14-53-33_260595134347_rgbf000021-resize/depth/0000021.png,/SUNRGBD/kv2/kinect2data/000036_2014-05-26_14-53-33_260595134347_rgbf000021-resize/HHA/0000021.png
/SUNRGBD/kv2/kinect2data/000037_2014-05-26_14-54-02_260595134347_rgbf000041-resize/image/0000041.jpg,/SUNRGBD/kv2/kinect2data/000037_2014-05-26_14-54-02_260595134347_rgbf000041-resize/segmentation/0000041.png,/SUNRGBD/kv2/kinect2data/000037_2014-05-26_14-54-02_260595134347_rgbf000041-resize/depth/0000041.png,/SUNRGBD/kv2/kinect2data/000037_2014-05-26_14-54-02_260595134347_rgbf000041-resize/HHA/0000041.png
/SUNRGBD/kv2/kinect2data/000038_2014-05-26_14-54-53_260595134347_rgbf000021-resize/image/0000021.jpg,/SUNRGBD/kv2/kinect2data/000038_2014-05-26_14-54-53_260595134347_rgbf000021-resize/segmentation/0000021.png,/SUNRGBD/kv2/kinect2data/000038_2014-05-26_14-54-53_260595134347_rgbf000021-resize/depth/0000021.png,/SUNRGBD/kv2/kinect2data/000038_2014-05-26_14-54-53_260595134347_rgbf000021-resize/HHA/0000021.png
/SUNRGBD/kv2/kinect2data/000039_2014-05-26_14-55-16_260595134347_rgbf000016-resize/image/0000016.jpg,/SUNRGBD/kv2/kinect2data/000039_2014-05-26_14-55-16_260595134347_rgbf000016-resize/segmentation/0000016.png,/SUNRGBD/kv2/kinect2data/000039_2014-05-26_14-55-16_260595134347_rgbf000016-resize/depth/0000016.png,/SUNRGBD/kv2/kinect2data/000039_2014-05-26_14-55-16_260595134347_rgbf000016-resize/HHA/0000016.png
/SUNRGBD/kv2/kinect2data/000041_2014-05-26_14-56-20_260595134347_rgbf000021-resize/image/0000021.jpg,/SUNRGBD/kv2/kinect2data/000041_2014-05-26_14-56-20_260595134347_rgbf000021-resize/segmentation/0000021.png,/SUNRGBD/kv2/kinect2data/000041_2014-05-26_14-56-20_260595134347_rgbf000021-resize/depth/0000021.png,/SUNRGBD/kv2/kinect2data/000041_2014-05-26_14-56-20_260595134347_rgbf000021-resize/HHA/0000021.png
/SUNRGBD/kv2/kinect2data/000042_2014-05-26_14-57-37_260595134347_rgbf000002-resize/image/0000002.jpg,/SUNRGBD/kv2/kinect2data/000042_2014-05-26_14-57-37_260595134347_rgbf000002-resize/segmentation/0000002.png,/SUNRGBD/kv2/kinect2data/000042_2014-05-26_14-57-37_260595134347_rgbf000002-resize/depth/0000002.png,/SUNRGBD/kv2/kinect2data/000042_2014-05-26_14-57-37_260595134347_rgbf000002-resize/HHA/0000002.png
/SUNRGBD/kv2/kinect2data/000043_2014-05-26_14-58-03_260595134347_rgbf000016-resize/image/0000016.jpg,/SUNRGBD/kv2/kinect2data/000043_2014-05-26_14-58-03_260595134347_rgbf000016-resize/segmentation/0000016.png,/SUNRGBD/kv2/kinect2data/000043_2014-05-26_14-58-03_260595134347_rgbf000016-resize/depth/0000016.png,/SUNRGBD/kv2/kinect2data/000043_2014-05-26_14-58-03_260595134347_rgbf000016-resize/HHA/0000016.png
/SUNRGBD/kv2/kinect2data/000044_2014-05-26_14-58-31_260595134347_rgbf000039-resize/image/0000039.jpg,/SUNRGBD/kv2/kinect2data/000044_2014-05-26_14-58-31_260595134347_rgbf000039-resize/segmentation/0000039.png,/SUNRGBD/kv2/kinect2data/000044_2014-05-26_14-58-31_260595134347_rgbf000039-resize/depth/0000039.png,/SUNRGBD/kv2/kinect2data/000044_2014-05-26_14-58-31_260595134347_rgbf000039-resize/HHA/0000039.png
/SUNRGBD/kv2/kinect2data/000045_2014-05-26_14-59-30_260595134347_rgbf000113-resize/image/0000113.jpg,/SUNRGBD/kv2/kinect2data/000045_2014-05-26_14-59-30_260595134347_rgbf000113-resize/segmentation/0000113.png,/SUNRGBD/kv2/kinect2data/000045_2014-05-26_14-59-30_260595134347_rgbf000113-resize/depth/0000113.png,/SUNRGBD/kv2/kinect2data/000045_2014-05-26_14-59-30_260595134347_rgbf000113-resize/HHA/0000113.png
/SUNRGBD/kv2/kinect2data/000046_2014-05-26_14-59-55_260595134347_rgbf000063-resize/image/0000063.jpg,/SUNRGBD/kv2/kinect2data/000046_2014-05-26_14-59-55_260595134347_rgbf000063-resize/segmentation/0000063.png,/SUNRGBD/kv2/kinect2data/000046_2014-05-26_14-59-55_260595134347_rgbf000063-resize/depth/0000063.png,/SUNRGBD/kv2/kinect2data/000046_2014-05-26_14-59-55_260595134347_rgbf000063-resize/HHA/0000063.png
/SUNRGBD/kv2/kinect2data/000047_2014-05-26_15-00-28_260595134347_rgbf000053-resize/image/0000053.jpg,/SUNRGBD/kv2/kinect2data/000047_2014-05-26_15-00-28_260595134347_rgbf000053-resize/segmentation/0000053.png,/SUNRGBD/kv2/kinect2data/000047_2014-05-26_15-00-28_260595134347_rgbf000053-resize/depth/0000053.png,/SUNRGBD/kv2/kinect2data/000047_2014-05-26_15-00-28_260595134347_rgbf000053-resize/HHA/0000053.png
/SUNRGBD/kv2/kinect2data/000049_2014-05-26_15-02-19_260595134347_rgbf000071-resize/image/0000071.jpg,/SUNRGBD/kv2/kinect2data/000049_2014-05-26_15-02-19_260595134347_rgbf000071-resize/segmentation/0000071.png,/SUNRGBD/kv2/kinect2data/000049_2014-05-26_15-02-19_260595134347_rgbf000071-resize/depth/0000071.png,/SUNRGBD/kv2/kinect2data/000049_2014-05-26_15-02-19_260595134347_rgbf000071-resize/HHA/0000071.png
/SUNRGBD/kv2/kinect2data/000050_2014-05-26_15-02-42_260595134347_rgbf000151-resize/image/0000151.jpg,/SUNRGBD/kv2/kinect2data/000050_2014-05-26_15-02-42_260595134347_rgbf000151-resize/segmentation/0000151.png,/SUNRGBD/kv2/kinect2data/000050_2014-05-26_15-02-42_260595134347_rgbf000151-resize/depth/0000151.png,/SUNRGBD/kv2/kinect2data/000050_2014-05-26_15-02-42_260595134347_rgbf000151-resize/HHA/0000151.png
/SUNRGBD/kv2/kinect2data/000051_2014-05-26_15-03-26_260595134347_rgbf000034-resize/image/0000034.jpg,/SUNRGBD/kv2/kinect2data/000051_2014-05-26_15-03-26_260595134347_rgbf000034-resize/segmentation/0000034.png,/SUNRGBD/kv2/kinect2data/000051_2014-05-26_15-03-26_260595134347_rgbf000034-resize/depth/0000034.png,/SUNRGBD/kv2/kinect2data/000051_2014-05-26_15-03-26_260595134347_rgbf000034-resize/HHA/0000034.png
/SUNRGBD/kv2/kinect2data/000052_2014-05-26_15-04-25_260595134347_rgbf000069-resize/image/0000069.jpg,/SUNRGBD/kv2/kinect2data/000052_2014-05-26_15-04-25_260595134347_rgbf000069-resize/segmentation/0000069.png,/SUNRGBD/kv2/kinect2data/000052_2014-05-26_15-04-25_260595134347_rgbf000069-resize/depth/0000069.png,/SUNRGBD/kv2/kinect2data/000052_2014-05-26_15-04-25_260595134347_rgbf000069-resize/HHA/0000069.png
/SUNRGBD/kv2/kinect2data/000053_2014-05-26_15-05-52_260595134347_rgbf000130-resize/image/0000130.jpg,/SUNRGBD/kv2/kinect2data/000053_2014-05-26_15-05-52_260595134347_rgbf000130-resize/segmentation/0000130.png,/SUNRGBD/kv2/kinect2data/000053_2014-05-26_15-05-52_260595134347_rgbf000130-resize/depth/0000130.png,/SUNRGBD/kv2/kinect2data/000053_2014-05-26_15-05-52_260595134347_rgbf000130-resize/HHA/0000130.png
/SUNRGBD/kv2/kinect2data/000054_2014-05-26_15-06-14_260595134347_rgbf000121-resize/image/0000121.jpg,/SUNRGBD/kv2/kinect2data/000054_2014-05-26_15-06-14_260595134347_rgbf000121-resize/segmentation/0000121.png,/SUNRGBD/kv2/kinect2data/000054_2014-05-26_15-06-14_260595134347_rgbf000121-resize/depth/0000121.png,/SUNRGBD/kv2/kinect2data/000054_2014-05-26_15-06-14_260595134347_rgbf000121-resize/HHA/0000121.png
/SUNRGBD/kv2/kinect2data/000055_2014-05-26_15-06-33_260595134347_rgbf000123-resize/image/0000123.jpg,/SUNRGBD/kv2/kinect2data/000055_2014-05-26_15-06-33_260595134347_rgbf000123-resize/segmentation/0000123.png,/SUNRGBD/kv2/kinect2data/000055_2014-05-26_15-06-33_260595134347_rgbf000123-resize/depth/0000123.png,/SUNRGBD/kv2/kinect2data/000055_2014-05-26_15-06-33_260595134347_rgbf000123-resize/HHA/0000123.png
/SUNRGBD/kv2/kinect2data/000056_2014-05-14_23-12-27_260595134347_rgbf000171-resize/image/0000171.jpg,/SUNRGBD/kv2/kinect2data/000056_2014-05-14_23-12-27_260595134347_rgbf000171-resize/segmentation/0000171.png,/SUNRGBD/kv2/kinect2data/000056_2014-05-14_23-12-27_260595134347_rgbf000171-resize/depth/0000171.png,/SUNRGBD/kv2/kinect2data/000056_2014-05-14_23-12-27_260595134347_rgbf000171-resize/HHA/0000171.png
/SUNRGBD/kv2/kinect2data/000057_2014-05-14_23-13-06_260595134347_rgbf000413-resize/image/0000413.jpg,/SUNRGBD/kv2/kinect2data/000057_2014-05-14_23-13-06_260595134347_rgbf000413-resize/segmentation/0000413.png,/SUNRGBD/kv2/kinect2data/000057_2014-05-14_23-13-06_260595134347_rgbf000413-resize/depth/0000413.png,/SUNRGBD/kv2/kinect2data/000057_2014-05-14_23-13-06_260595134347_rgbf000413-resize/HHA/0000413.png
/SUNRGBD/kv2/kinect2data/000059_2014-05-16_20-31-30_260595134347_rgbf000076-resize/image/0000076.jpg,/SUNRGBD/kv2/kinect2data/000059_2014-05-16_20-31-30_260595134347_rgbf000076-resize/segmentation/0000076.png,/SUNRGBD/kv2/kinect2data/000059_2014-05-16_20-31-30_260595134347_rgbf000076-resize/depth/0000076.png,/SUNRGBD/kv2/kinect2data/000059_2014-05-16_20-31-30_260595134347_rgbf000076-resize/HHA/0000076.png
/SUNRGBD/kv2/kinect2data/000060_2014-04-29_14-37-21_094959634447_rgbf000100-resize/image/0000100.jpg,/SUNRGBD/kv2/kinect2data/000060_2014-04-29_14-37-21_094959634447_rgbf000100-resize/segmentation/0000100.png,/SUNRGBD/kv2/kinect2data/000060_2014-04-29_14-37-21_094959634447_rgbf000100-resize/depth/0000100.png,/SUNRGBD/kv2/kinect2data/000060_2014-04-29_14-37-21_094959634447_rgbf000100-resize/HHA/0000100.png
/SUNRGBD/kv2/kinect2data/000061_2014-04-29_14-37-44_094959634447_rgbf000100-resize/image/0000100.jpg,/SUNRGBD/kv2/kinect2data/000061_2014-04-29_14-37-44_094959634447_rgbf000100-resize/segmentation/0000100.png,/SUNRGBD/kv2/kinect2data/000061_2014-04-29_14-37-44_094959634447_rgbf000100-resize/depth/0000100.png,/SUNRGBD/kv2/kinect2data/000061_2014-04-29_14-37-44_094959634447_rgbf000100-resize/HHA/0000100.png
/SUNRGBD/kv2/kinect2data/000062_2014-04-29_14-38-23_094959634447_rgbf000050-resize/image/0000050.jpg,/SUNRGBD/kv2/kinect2data/000062_2014-04-29_14-38-23_094959634447_rgbf000050-resize/segmentation/0000050.png,/SUNRGBD/kv2/kinect2data/000062_2014-04-29_14-38-23_094959634447_rgbf000050-resize/depth/0000050.png,/SUNRGBD/kv2/kinect2data/000062_2014-04-29_14-38-23_094959634447_rgbf000050-resize/HHA/0000050.png
/SUNRGBD/kv2/kinect2data/000063_2014-04-29_14-38-52_094959634447_rgbf000101-resize/image/0000101.jpg,/SUNRGBD/kv2/kinect2data/000063_2014-04-29_14-38-52_094959634447_rgbf000101-resize/segmentation/0000101.png,/SUNRGBD/kv2/kinect2data/000063_2014-04-29_14-38-52_094959634447_rgbf000101-resize/depth/0000101.png,/SUNRGBD/kv2/kinect2data/000063_2014-04-29_14-38-52_094959634447_rgbf000101-resize/HHA/0000101.png
/SUNRGBD/kv2/kinect2data/000064_2014-04-29_14-39-49_094959634447_rgbf002016-resize/image/0002016.jpg,/SUNRGBD/kv2/kinect2data/000064_2014-04-29_14-39-49_094959634447_rgbf002016-resize/segmentation/0002016.png,/SUNRGBD/kv2/kinect2data/000064_2014-04-29_14-39-49_094959634447_rgbf002016-resize/depth/0002016.png,/SUNRGBD/kv2/kinect2data/000064_2014-04-29_14-39-49_094959634447_rgbf002016-resize/HHA/0002016.png
/SUNRGBD/kv2/kinect2data/000107_2014-04-14_00-03-38_094959634447_rgbf000052-resize/image/0000052.jpg,/SUNRGBD/kv2/kinect2data/000107_2014-04-14_00-03-38_094959634447_rgbf000052-resize/segmentation/0000052.png,/SUNRGBD/kv2/kinect2data/000107_2014-04-14_00-03-38_094959634447_rgbf000052-resize/depth/0000052.png,/SUNRGBD/kv2/kinect2data/000107_2014-04-14_00-03-38_094959634447_rgbf000052-resize/HHA/0000052.png
/SUNRGBD/kv2/kinect2data/000108_2014-04-14_00-04-29_094959634447_rgbf000114-resize/image/0000114.jpg,/SUNRGBD/kv2/kinect2data/000108_2014-04-14_00-04-29_094959634447_rgbf000114-resize/segmentation/0000114.png,/SUNRGBD/kv2/kinect2data/000108_2014-04-14_00-04-29_094959634447_rgbf000114-resize/depth/0000114.png,/SUNRGBD/kv2/kinect2data/000108_2014-04-14_00-04-29_094959634447_rgbf000114-resize/HHA/0000114.png
/SUNRGBD/kv2/kinect2data/000109_2014-05-14_23-41-52_260595134347_rgbf000035-resize/image/0000035.jpg,/SUNRGBD/kv2/kinect2data/000109_2014-05-14_23-41-52_260595134347_rgbf000035-resize/segmentation/0000035.png,/SUNRGBD/kv2/kinect2data/000109_2014-05-14_23-41-52_260595134347_rgbf000035-resize/depth/0000035.png,/SUNRGBD/kv2/kinect2data/000109_2014-05-14_23-41-52_260595134347_rgbf000035-resize/HHA/0000035.png
